,race,distance,restricted_distance,rdiff,adiff,n_cameras
Census Tract 7005.02,black,958.2,988.0000000000001,3.109997912753086,29.800000000000068,2
Census Tract 8361,black,1066.4,1185.1,11.130907726931714,118.69999999999982,3
Census Tract 8357,white,1010.8,1022.7,1.1772853185595658,11.900000000000091,1
Census Tract 611,white,1527.1000000000001,1566.1,2.553860258005354,38.99999999999977,2
Census Tract 8365,black,984.5999999999999,996.5,1.2086126345724246,11.900000000000091,1
Census Tract 8396,black,985.7,997.5999999999999,1.2072638733894554,11.899999999999864,1
Census Tract 8400,white,926.0,937.9,1.2850971922246195,11.899999999999977,1
Census Tract 8356,white,1000.5,1067.3000000000002,6.676661669165436,66.80000000000018,3
Census Tract 8308,white,1619.3000000000002,1675.7000000000003,3.482986475637626,56.40000000000009,4
Census Tract 4603.01,black,1598.6999999999998,1681.7,5.191718271095279,83.00000000000023,5
Census Tract 3017.01,white,693.5999999999999,705.5,1.7156862745098174,11.900000000000091,1
Census Tract 3104,white,866.5,878.4000000000001,1.3733410271206106,11.900000000000091,1
Census Tract 5301,black,1673.8,1745.3000000000002,4.271717051021641,71.50000000000023,4
Census Tract 811,white,1178.0,1194.8000000000002,1.4261460101867727,16.800000000000182,2
Census Tract 1507,white,1630.4,1689.7,3.637144259077524,59.299999999999955,3
Census Tract 3017.02,white,634.9,646.8,1.8743109151047372,11.899999999999977,1
Census Tract 7003.01,black,725.2,785.7,8.342526199669056,60.5,1
Census Tract 4909.02,black,1494.8999999999999,1566.4,4.7829286239882425,71.50000000000023,4
Census Tract 618,white,1524.2,1574.3,3.286970213882687,50.09999999999991,4
Census Tract 4909.01,black,1559.6000000000001,1631.1000000000001,4.584508848422672,71.5,4
Census Tract 6503.02,white,426.8,436.3,2.2258669165885663,9.5,1
Census Tract 8319,white,1409.9,1474.2,4.560607135257816,64.29999999999995,2
Census Tract 8306,white,1955.1,2003.3000000000002,2.4653470410720817,48.20000000000027,3
Census Tract 8309,white,1257.7,1269.6,0.9461715830484108,11.899999999999864,1
Census Tract 8307,white,1623.9,1678.4,3.3561179875608103,54.5,2
Census Tract 3009,white,759.1,771.0,1.5676458964563267,11.899999999999977,1
Census Tract 7005.01,black,874.3000000000002,883.8000000000002,1.0865835525563305,9.5,1
Census Tract 4603.02,black,1661.0,1738.3,4.653822998193856,77.29999999999995,5
Census Tract 4313.02,black,1559.3,1571.2,0.7631629577374521,11.900000000000091,1
Census Tract 2229,white,1335.8000000000002,1439.4,7.755652043719112,103.59999999999991,6
